1,0,0,0,0,1,0,0.96499997,0.86000001,64.35334,1,0,0
0,0,0,0,0,1,0,0.31299999,0.86000001,47.829754,1,0,0
0,1,0,0,0,1,0,0.31299999,0.91799998,54.526451,1,0,0
0,0,0,0,1,0,1,0.84799999,0.32499999,55.354046,0,1,0
0,1,0,0,0,1,0,0.60399997,0.76700002,70.735641,1,0,0
0,0,0,1,0,1,0,0.31299999,0.76700002,66.47068,1,0,0
0,0,0,0,0,0,1,0.197,0.97600001,22.445341,0,1,0
0,0,0,0,0,0,1,0.22,0.32499999,39.4468,0,1,0
0,1,1,0,0,1,0,0.465,0.76700002,46.296597,0,0,1
0,1,0,0,0,0,1,0.59299999,0.65100002,69.483788,1,0,0
0,0,0,0,0,0,1,0.093000002,0.023,37.722336,0,0,1
0,0,0,0,1,0,1,0.60399997,0.83700001,41.265511,0,1,0
0,0,0,0,0,0,1,0.58099997,0.116,37.348522,0,1,0
0,1,0,0,0,0,0,0.034000002,0.27900001,81.866257,1,0,0
0,1,0,0,0,0,0,0.72000003,0.65100002,84.18029,1,0,0
0,1,0,0,0,0,1,0.40599999,0.65100002,73.43499,1,0,0
0,1,0,0,0,0,0,0.98799998,0.65100002,72.887901,1,0,0
0,0,0,0,1,0,0,0.73199999,0.96499997,35.290756,0,1,0
1,0,0,0,0,0,1,0.86000001,0.86000001,65.716286,1,0,0
0,0,0,0,1,0,1,0.73199999,0.068999998,29.703691,0,0,1
0,0,0,0,1,0,1,0.87199998,0.27900001,42.849144,0,1,0
0,0,0,0,0,0,1,0.22,0.081,34.722,1,0,0
0,0,0,0,0,0,1,0.94099998,0.22,63.08514,0,1,0
0,0,0,0,0,0,1,0.94099998,0.22,55.103695,0,1,0
0,0,0,0,0,0,1,0.26699999,0.97600001,37.887188,1,0,0
0,0,0,0,1,0,1,0.26699999,0.116,45.995827,0,1,0
1,1,1,0,0,1,0,0.546,0.65100002,76.673782,1,0,0
1,1,0,1,0,1,0,0.60399997,0.65100002,59.529251,1,0,0
0,0,0,0,0,0,1,0.068999998,0.116,59.863998,0,1,0
0,0,0,0,0,0,1,0.068999998,0.116,52.825947,0,1,0
0,0,0,0,0,0,1,0.15099999,0.22,67.037628,0,1,0
0,0,0,0,1,0,1,0.56900001,0.057999998,34.578991,0,1,0
1,0,0,0,0,0,1,0.96499997,0.76700002,33.43755,0,0,1
1,0,0,0,0,0,0,0.41800001,0.32499999,32.230995,0,0,1
0,0,0,0,0,0,0,0.162,0.116,27.303865,0,1,0
0,0,0,0,0,0,1,0.60399997,0.755,54.861111,0,1,0
0,0,0,0,1,0,0,0.60399997,0.32499999,48.982651,1,1,0
0,0,0,0,0,0,0,0.31299999,0.51099998,43.068897,1,0,0
0,0,0,0,0,0,1,0.17399999,0.011,45.736748,1,0,0
0,0,0,0,0,1,0,0.465,0.32499999,49.653503,1,0,0
0,0,0,0,0,0,1,0.31299999,0.255,47.173229,0,1,0
1,0,0,1,0,1,0,0.546,0.90600002,81.642914,1,0,0
0,0,0,0,0,0,0,0.22,0.116,45.466282,0,1,0
0,0,0,0,1,0,0,0.093000002,0.116,39.011898,0,1,0
